date,close,open,high,low,volume,•Ï‰»—¦ %
2015/6/7,13.78,14.84,15.74,12.56,,-3.03%
2015/5/31,14.21,13.92,15.65,13.4,,2.67%
2015/5/24,13.84,13.45,14.63,13.05,,14.10%
2015/5/17,12.13,13.08,13.27,11.82,,-2.02%
2015/5/10,12.38,13.35,15.13,12.35,,-3.73%
2015/5/3,12.86,13.12,16.36,12.1,,1.26%
2015/4/26,12.7,12.34,15.29,12.33,,3.34%
2015/4/19,12.29,13.67,13.8,12.12,,-11.52%
2015/4/12,13.89,13.17,15.02,12.5,,10.41%
2015/4/5,12.58,15.75,15.76,12.51,,-14.25%
2015/3/29,14.67,14.76,16.66,14.08,,-2.65%
2015/3/22,15.07,13.52,17.19,12.59,,15.75%
2015/3/15,13.02,15.78,16.37,12.54,,-18.62%
2015/3/8,16,15.72,17.19,14.71,,5.26%
2015/3/1,15.2,13.9,15.83,12.87,,13.94%
2015/2/22,13.34,15.05,15.48,12.86,,-6.71%
2015/2/15,14.3,15.86,16.74,14.27,,-2.65%
2015/2/8,14.69,19.16,19.28,14.69,,-15.04%
2015/2/1,17.29,20.89,22.81,16.06,,-17.55%
2015/1/25,20.97,16.96,22.18,15.52,,25.87%
2015/1/18,16.66,20.07,21.37,15.81,,-20.48%
2015/1/11,20.95,18.02,23.43,17.65,,19.37%
2015/1/4,17.55,19.19,22.9,16.44,,-1.35%
2014/12/28,17.79,16.04,20.14,15.06,,22.69%
2014/12/21,14.5,16.32,16.88,14.01,,-12.07%
2014/12/14,16.49,19.59,25.2,16.07,,-21.77%
2014/12/7,21.08,13.05,23.06,12.55,,78.34%
2014/11/30,11.82,14.16,14.75,11.53,,-11.33%
2014/11/23,13.33,12.92,13.49,11.91,,3.33%
2014/11/16,12.9,14.7,15.74,12.9,,-3.08%
2014/11/9,13.31,13.16,14.31,12.38,,1.45%
2014/11/2,13.12,14.41,15.93,13.01,,-6.49%
2014/10/26,14.03,17.24,17.87,13.72,,-12.91%
2014/10/19,16.11,22.11,22.16,15.56,,-26.74%
2014/10/12,21.99,21.16,31.06,20.23,,3.53%
2014/10/5,21.24,14.46,22.06,14.05,,45.98%
2014/9/28,14.55,16.96,17.98,14.44,,-2.02%
2014/9/21,14.85,13.14,16.69,13.13,,22.63%
2014/9/14,12.11,13.54,14.53,11.52,,-9.02%
2014/9/7,13.31,12.64,14.27,12.4,,10.09%
2014/8/31,12.09,12.32,13.41,11.7,,0.92%
2014/8/24,11.98,11.58,12.73,11.24,,4.45%
2014/8/17,11.47,12.85,13.51,11.47,,-12.78%
2014/8/10,13.15,15.16,15.16,11.89,,-16.61%
2014/8/3,15.77,16.64,17.3,14.69,,-7.40%
2014/7/27,17.03,12.93,17.57,12.12,,34.20%
2014/7/20,12.69,12.85,13.62,11.41,,5.22%
2014/7/13,12.06,11.6,15.38,10.59,,-0.17%
2014/7/6,12.08,11.15,13.23,11.01,,17.05%
2014/6/29,10.32,11.75,11.81,10.28,,-8.35%
2014/6/22,11.26,11.26,12.51,10.87,,3.78%
2014/6/15,10.85,12.65,12.89,10.34,,-10.92%
2014/6/8,12.18,11.23,12.81,10.93,,13.51%
2014/6/1,10.73,11.69,12.34,10.73,,-5.88%
2014/5/25,11.4,11.69,11.86,11.32,,0.35%
2014/5/18,11.36,13.17,13.3,11.36,,-8.68%
2014/5/11,12.44,12.46,13.77,11.88,,-3.72%
2014/5/4,12.92,13.95,14.49,12.87,,0.08%
2014/4/27,12.91,14.27,15.28,12.83,,-8.18%
2014/4/20,14.06,14.1,14.67,12.9,,5.24%
2014/4/13,13.36,16.14,17.5,13.07,,-21.55%
2014/4/6,17.03,14.96,17.85,13.7,,21.99%
2014/3/30,13.96,13.88,14.55,12.6,,-3.12%
2014/3/23,14.41,14.7,16.07,13.46,,-3.93%
2014/3/16,15,16.39,16.4,13.77,,-15.82%
2014/3/9,17.82,14.76,18.22,13.84,,26.29%
2014/3/2,14.11,16.47,16.78,13.51,,0.79%
2014/2/23,14,14.83,14.83,13.49,,-4.63%
2014/2/16,14.68,13.95,15.8,13.77,,8.18%
2014/2/9,13.57,15.63,15.76,13.44,,-11.25%
2014/2/2,15.29,18.57,21.48,15.09,,-16.95%
2014/1/26,18.41,17.29,18.99,15.8,,1.49%
2014/1/19,18.14,12.63,18.14,12.55,,45.82%
2014/1/12,12.44,12.18,13.65,11.81,,2.47%
2014/1/5,12.14,13.41,14,12.14,,-11.77%
