date,close,open,high,low,volume,•Ï‰»—¦ %
2024/5/26,"5,279.61","5,311.75","5,313.88","5,263.00",,-0.47%
2024/5/19,"5,304.72","5,304.88","5,339.53","5,256.97",,0.03%
2024/5/12,"5,303.27","5,238.13","5,325.96","5,210.75",,1.54%
2024/5/5,"5,222.68","5,152.38","5,239.91","5,148.13",,1.85%
2024/4/28,"5,127.79","5,117.63","5,139.77","5,010.24",,0.55%
2024/4/21,"5,099.96","4,993.18","5,114.62","4,969.56",,2.67%
2024/4/14,"4,967.23","5,169.75","5,169.75","4,953.77",,-3.05%
2024/4/7,"5,123.40","5,211.40","5,224.80","5,107.90",,-1.55%
2024/3/31,"5,204.30","5,258.00","5,263.90","5,146.10",,-0.95%
2024/3/24,"5,254.40","5,219.50","5,264.90","5,203.40",,0.39%
2024/3/17,"5,234.20","5,154.80","5,261.10","5,131.60",,2.29%
2024/3/10,"5,117.10","5,112.00","5,179.90","5,091.10",,-0.13%
2024/3/3,"5,123.70","5,131.00","5,189.30","5,056.80",,-0.26%
2024/2/25,"5,137.10","5,093.00","5,140.30","5,057.30",,0.95%
2024/2/18,"5,088.80","4,989.30","5,111.10","4,946.00",,1.66%
2024/2/11,"5,005.60","5,026.80","5,048.40","4,920.30",,-0.42%
2024/2/4,"5,026.60","4,957.20","5,030.10","4,918.10",,1.37%
2024/1/28,"4,958.60","4,892.90","4,975.30","4,845.10",,1.38%
2024/1/21,"4,891.00","4,853.40","4,906.70","4,844.10",,1.06%
2024/1/14,"4,839.80","4,772.40","4,842.10","4,714.80",,1.17%
2024/1/7,"4,783.80","4,703.70","4,802.40","4,699.80",,1.84%
2023/12/31,"4,697.20","4,745.20","4,754.30","4,682.10",,-1.52%
2023/12/24,"4,769.80","4,758.90","4,793.30","4,752.00",,0.32%
2023/12/17,"4,754.60","4,725.60","4,778.00","4,697.80",,0.75%
2023/12/10,"4,719.20","4,593.40","4,738.60","4,593.40",,2.49%
2023/12/3,"4,604.40","4,564.40","4,609.20","4,546.50",,0.21%
2023/11/26,"4,594.60","4,554.90","4,599.40","4,537.20",,0.77%
2023/11/19,"4,559.30","4,511.70","4,568.40","4,510.40",,1.00%
2023/11/12,"4,514.00","4,406.70","4,521.20","4,393.80",,2.24%
2023/11/5,"4,415.20","4,364.30","4,418.00","4,343.90",,1.31%
2023/10/29,"4,358.30","4,139.40","4,373.60","4,132.90",,5.85%
2023/10/22,"4,117.40","4,210.40","4,259.40","4,103.80",,-2.53%
2023/10/15,"4,224.20","4,342.40","4,393.60","4,223.00",,-2.39%
2023/10/8,"4,327.80","4,289.00","4,385.90","4,283.80",,0.45%
2023/10/1,"4,308.50","4,284.50","4,324.10","4,216.40",,0.48%
2023/9/24,"4,288.10","4,310.60","4,338.50","4,238.60",,-0.74%
2023/9/17,"4,320.10","4,445.10","4,466.40","4,316.50",,-2.93%
2023/9/10,"4,450.30","4,481.00","4,512.00","4,447.20",,-0.16%
2023/9/3,"4,457.50","4,510.10","4,514.30","4,430.50",,-1.29%
2023/8/27,"4,515.80","4,426.00","4,541.20","4,415.00",,2.50%
2023/8/20,"4,405.70","4,380.30","4,458.30","4,356.30",,0.82%
2023/8/13,"4,369.70","4,458.10","4,490.30","4,335.30",,-2.11%
2023/8/6,"4,464.10","4,491.60","4,527.40","4,444.00",,-0.31%
2023/7/30,"4,478.00","4,584.80","4,594.20","4,474.60",,-2.27%
2023/7/23,"4,582.20","4,543.40","4,607.10","4,528.60",,1.01%
2023/7/16,"4,536.30","4,508.90","4,578.40","4,504.90",,0.69%
2023/7/9,"4,505.40","4,394.20","4,527.80","4,389.90",,2.42%
2023/7/2,"4,398.90","4,450.50","4,456.50","4,385.10",,-1.16%
2023/6/25,"4,450.40","4,344.80","4,458.50","4,328.10",,2.35%
2023/6/18,"4,348.30","4,396.10","4,400.10","4,341.30",,-1.39%
2023/6/11,"4,409.60","4,308.30","4,448.50","4,304.40",,2.58%
2023/6/4,"4,298.90","4,283.00","4,322.60","4,261.10",,0.39%
2023/5/28,"4,282.40","4,226.70","4,290.70","4,166.10",,1.83%
2023/5/21,"4,205.40","4,190.80","4,212.90","4,104.00",,0.32%
2023/5/14,"4,192.00","4,126.60","4,212.90","4,109.90",,1.65%
2023/5/7,"4,124.10","4,137.00","4,154.30","4,098.90",,-0.29%
2023/4/30,"4,136.20","4,166.80","4,186.90","4,048.30",,-0.80%
2023/4/23,"4,169.50","4,132.10","4,170.10","4,049.30",,0.87%
2023/4/16,"4,133.50","4,137.20","4,169.50","4,113.90",,-0.10%
2023/4/9,"4,137.60","4,085.20","4,163.20","4,072.60",,0.79%
2023/4/2,"4,105.00","4,102.20","4,133.10","4,069.80",,-0.10%
2023/3/26,"4,109.30","3,982.90","4,110.80","3,951.50",,3.48%
2023/3/19,"3,971.00","3,917.50","4,039.50","3,909.20",,1.39%
2023/3/12,"3,916.60","3,835.10","3,964.50","3,808.90",,1.42%
2023/3/5,"3,861.60","4,055.20","4,078.50","3,846.30",,-4.55%
2023/2/26,"4,045.60","3,992.40","4,048.30","3,928.20",,1.90%
2023/2/19,"3,970.00","4,052.30","4,052.30","3,943.10",,-2.67%
2023/2/12,"4,079.10","4,096.60","4,159.80","4,047.90",,-0.28%
2023/2/5,"4,090.50","4,119.60","4,176.50","4,060.80",,-1.11%
2023/1/29,"4,136.50","4,049.30","4,195.40","4,015.60",,1.62%
2023/1/22,"4,070.60","3,978.10","4,094.20","3,949.10",,2.47%
2023/1/15,"3,972.60","3,999.30","4,015.40","3,885.50",,-0.66%
2023/1/8,"3,999.10","3,910.80","4,003.90","3,877.30",,2.67%
2023/1/1,"3,895.10","3,853.30","3,906.20","3,794.30",,1.45%
2022/12/25,"3,839.50","3,843.30","3,858.20","3,780.80",,-0.14%
2022/12/18,"3,844.80","3,853.80","3,889.80","3,764.50",,-0.20%
2022/12/11,"3,852.40","3,939.30","4,101.00","3,827.90",,-2.08%
2022/12/4,"3,934.40","4,052.00","4,052.40","3,918.40",,-3.37%
2022/11/27,"4,071.70","4,005.40","4,100.50","3,937.70",,1.13%
2022/11/20,"4,026.10","3,956.20","4,034.00","3,933.30",,1.53%
2022/11/13,"3,965.30","3,978.00","4,028.80","3,906.50",,-0.69%
2022/11/6,"3,992.90","3,780.70","4,001.50","3,744.20",,5.90%
2022/10/30,"3,770.60","3,881.80","3,911.80","3,698.20",,-3.35%
2022/10/23,"3,901.10","3,762.00","3,905.40","3,741.70",,3.95%
2022/10/16,"3,752.80","3,638.70","3,762.80","3,638.70",,4.74%
2022/10/9,"3,583.10","3,647.50","3,712.00","3,491.60",,-1.56%
2022/10/2,"3,639.70","3,609.80","3,806.90","3,604.90",,1.51%
2022/9/25,"3,585.60","3,682.70","3,736.70","3,584.10",,-2.91%
2022/9/18,"3,693.20","3,849.90","3,907.10","3,647.50",,-4.65%
2022/9/11,"3,873.30","4,083.70","4,119.30","3,837.10",,-4.77%
2022/9/4,"4,067.40","3,930.90","4,076.80","3,886.80",,3.65%
2022/8/28,"3,924.30","4,034.60","4,063.00","3,903.70",,-3.29%
2022/8/21,"4,057.70","4,195.10","4,203.00","4,057.70",,-4.04%
2022/8/14,"4,228.50","4,269.40","4,325.30","4,218.70",,-1.21%
2022/8/7,"4,280.10","4,155.90","4,280.50","4,112.10",,3.25%
2022/7/31,"4,145.20","4,112.40","4,167.70","4,079.80",,0.36%
2022/7/24,"4,130.30","3,965.70","4,140.10","3,910.70",,4.26%
2022/7/17,"3,961.60","3,883.80","4,012.40","3,818.60",,2.55%
2022/7/10,"3,863.20","3,880.90","3,880.90","3,721.60",,-0.93%
2022/7/3,"3,899.40","3,792.60","3,918.50","3,742.10",,1.94%
2022/6/26,"3,825.30","3,920.80","3,945.90","3,738.70",,-2.21%
2022/6/19,"3,911.70","3,715.30","3,913.70","3,715.30",,6.45%
2022/6/12,"3,674.80","3,838.20","3,838.20","3,636.90",,-5.80%
2022/6/5,"3,900.90","4,134.70","4,168.80","3,900.20",,-5.05%
2022/5/29,"4,108.50","4,151.10","4,177.50","4,073.80",,-1.20%
2022/5/22,"4,158.20","3,919.40","4,158.50","3,875.10",,6.58%
2022/5/15,"3,901.40","4,013.00","4,090.70","3,810.30",,-3.04%
2022/5/8,"4,023.90","4,081.30","4,081.30","3,858.90",,-2.41%
2022/5/1,"4,123.30","4,130.60","4,307.70","4,062.50",,-0.21%
2022/4/24,"4,131.90","4,255.30","4,308.40","4,124.30",,-3.27%
2022/4/17,"4,271.80","4,385.60","4,512.90","4,267.60",,-2.75%
2022/4/10,"4,392.60","4,462.60","4,471.00","4,381.30",,-2.13%
2022/4/3,"4,488.30","4,548.00","4,593.40","4,450.00",,-1.27%
2022/3/27,"4,545.90","4,541.10","4,637.30","4,507.60",,0.06%
2022/3/20,"4,543.10","4,462.40","4,546.00","4,424.30",,1.79%
2022/3/13,"4,463.10","4,202.80","4,465.40","4,161.70",,6.16%
2022/3/6,"4,204.30","4,327.00","4,327.00","4,157.90",,-2.88%
2022/2/27,"4,328.90","4,354.20","4,416.80","4,279.50",,-1.27%
2022/2/20,"4,384.60","4,332.70","4,385.30","4,114.60",,0.82%
2022/2/13,"4,348.90","4,412.60","4,489.60","4,327.20",,-1.58%
2022/2/6,"4,418.60","4,505.80","4,590.00","4,401.40",,-1.82%
2022/1/30,"4,500.50","4,431.80","4,595.30","4,414.00",,1.55%
2022/1/23,"4,431.90","4,356.30","4,453.20","4,222.60",,0.77%
2022/1/16,"4,397.90","4,632.20","4,632.20","4,395.30",,-5.68%
2022/1/9,"4,662.90","4,655.30","4,748.80","4,582.20",,-0.30%
2022/1/2,"4,677.00","4,778.10","4,818.60","4,662.70",,-1.87%
2021/12/26,"4,766.20","4,734.00","4,808.90","4,734.00",,0.85%
2021/12/19,"4,725.80","4,587.90","4,740.70","4,531.10",,2.28%
2021/12/12,"4,620.60","4,710.30","4,732.00","4,600.20",,-1.94%
2021/12/5,"4,712.00","4,548.40","4,713.60","4,540.50",,3.83%
2021/11/28,"4,538.40","4,628.80","4,672.90","4,495.10",,-1.22%
2021/11/21,"4,594.60","4,712.00","4,743.80","4,585.40",,-2.20%
2021/11/14,"4,698.00","4,689.30","4,717.80","4,672.80",,0.32%
2021/11/7,"4,682.90","4,701.50","4,714.90","4,630.90",,-0.31%
2021/10/31,"4,697.50","4,610.60","4,718.50","4,595.10",,2.00%
2021/10/24,"4,605.40","4,553.70","4,608.10","4,537.40",,1.33%
2021/10/17,"4,544.90","4,463.70","4,559.70","4,447.50",,1.64%
2021/10/10,"4,471.40","4,385.40","4,475.80","4,329.90",,1.82%
2021/10/3,"4,391.30","4,348.80","4,430.00","4,278.90",,0.79%
2021/9/26,"4,357.00","4,442.10","4,457.30","4,288.50",,-2.21%
2021/9/19,"4,455.50","4,402.90","4,465.40","4,305.90",,0.51%
2021/9/12,"4,433.00","4,474.80","4,493.00","4,427.80",,-0.57%
2021/9/5,"4,458.60","4,535.40","4,535.40","4,457.70",,-1.69%
2021/8/29,"4,535.40","4,513.80","4,545.90","4,513.80",,0.58%
2021/8/22,"4,509.40","4,450.30","4,513.30","4,450.30",,1.52%
2021/8/15,"4,441.70","4,461.60","4,480.30","4,367.70",,-0.59%
2021/8/8,"4,468.00","4,437.80","4,468.40","4,424.70",,0.71%
2021/8/1,"4,436.50","4,406.90","4,440.80","4,373.00",,0.94%
2021/7/25,"4,395.30","4,409.60","4,430.00","4,372.50",,-0.37%
2021/7/18,"4,411.80","4,296.40","4,415.20","4,233.10",,1.96%
2021/7/11,"4,327.20","4,372.40","4,393.70","4,322.50",,-0.97%
2021/7/4,"4,369.60","4,356.50","4,371.60","4,289.40",,0.40%
2021/6/27,"4,352.30","4,284.90","4,355.40","4,274.70",,1.67%
2021/6/20,"4,280.70","4,173.40","4,286.10","4,173.40",,2.74%
2021/6/13,"4,166.40","4,248.30","4,257.20","4,164.40",,-1.91%
2021/6/6,"4,247.40","4,229.30","4,249.70","4,208.40",,0.41%
2021/5/30,"4,229.90","4,216.50","4,234.10","4,167.90",,0.61%
2021/5/23,"4,204.10","4,170.20","4,218.40","4,170.20",,1.16%
2021/5/16,"4,155.90","4,169.90","4,188.70","4,061.40",,-0.43%
2021/5/9,"4,173.90","4,228.30","4,236.40","4,056.90",,-1.39%
2021/5/2,"4,232.60","4,192.00","4,238.00","4,128.60",,1.23%
2021/4/25,"4,181.20","4,185.00","4,218.80","4,174.90",,0.02%
2021/4/18,"4,180.20","4,179.80","4,194.20","4,118.40",,-0.13%
2021/4/11,"4,185.50","4,124.70","4,191.30","4,114.80",,1.37%
2021/4/4,"4,128.80","4,034.40","4,129.50","4,034.40",,2.71%
2021/3/28,"4,019.90","3,969.30","4,020.60","3,943.20",,1.14%
2021/3/21,"3,974.50","3,916.50","3,978.20","3,853.50",,1.57%
2021/3/14,"3,913.10","3,943.00","3,983.90","3,886.80",,-0.77%
2021/3/7,"3,943.30","3,844.40","3,960.30","3,819.20",,2.64%
2021/2/28,"3,841.90","3,842.50","3,914.50","3,723.30",,0.81%
2021/2/21,"3,811.20","3,885.60","3,928.70","3,789.50",,-2.44%
2021/2/14,"3,906.70","3,939.60","3,950.40","3,885.00",,-0.71%
2021/2/7,"3,934.80","3,892.60","3,937.20","3,884.90",,1.23%
2021/1/31,"3,886.80","3,731.20","3,894.60","3,725.60",,4.65%
2021/1/24,"3,714.20","3,851.70","3,870.90","3,694.10",,-3.31%
2021/1/17,"3,841.50","3,781.90","3,861.40","3,780.40",,1.95%
2021/1/10,"3,768.20","3,803.10","3,823.60","3,749.60",,-1.48%
2021/1/3,"3,824.70","3,764.60","3,826.70","3,662.70",,1.83%
2020/12/27,"3,756.10","3,723.00","3,760.20","3,723.00",,1.43%
2020/12/20,"3,703.10","3,684.30","3,711.20","3,636.50",,-0.17%
2020/12/13,"3,709.40","3,675.30","3,726.70","3,645.80",,1.25%
