date,close,open,high,low,volume,•Ï‰»—¦ %
2022/11/6,"11,323.33","10,516.94","11,352.43","10,344.01",5.57B,8.10%
2022/10/30,"10,475.25","11,028.43","11,156.35","10,262.93",5.19B,-5.65%
2022/10/23,"11,102.45","10,867.07","11,210.38","10,713.33",4.87B,2.24%
2022/10/16,"10,859.72","10,575.65","10,972.97","10,542.43",4.68B,5.22%
2022/10/9,"10,321.39","10,659.95","10,766.68","10,088.83",4.59B,-3.11%
2022/10/2,"10,652.41","10,659.01","11,230.44","10,577.89",4.70B,0.73%
2022/9/25,"10,575.62","10,833.38","11,101.50","10,572.33",4.87B,-2.69%
2022/9/18,"10,867.93","11,338.57","11,613.57","10,732.72",4.64B,-5.07%
2022/9/11,"11,448.40","12,174.94","12,270.19","11,316.92",7.07B,-5.48%
2022/9/4,"12,112.31","11,643.03","12,132.67","11,471.50",3.60B,4.14%
2022/8/28,"11,630.86","12,021.05","12,124.87","11,546.52",4.70B,-4.21%
2022/8/21,"12,141.71","12,523.16","12,655.84","12,141.52",4.15B,-4.44%
2022/8/14,"12,705.21","12,996.63","13,181.09","12,674.87",4.66B,-2.62%
2022/8/7,"13,047.19","12,703.72","13,047.19","12,438.86",5.10B,3.08%
2022/7/31,"12,657.55","12,317.96","12,736.19","12,260.48",4.94B,2.15%
2022/7/24,"12,390.69","11,837.96","12,426.26","11,533.37",4.61B,4.70%
2022/7/17,"11,834.11","11,561.64","12,093.02","11,322.84",4.63B,3.33%
2022/7/10,"11,452.42","11,524.49","11,541.10","11,005.93",4.26B,-1.57%
2022/7/3,"11,635.31","10,964.18","11,689.70","10,911.45",3.74B,4.56%
2022/6/26,"11,127.84","11,661.02","11,677.49","10,850.01",5.12B,-4.13%
2022/6/19,"11,607.62","10,974.05","11,613.23","10,938.06",7.64B,7.49%
2022/6/12,"10,798.35","10,986.84","11,244.26","10,565.13",7.43B,-4.78%
2022/6/5,"11,340.02","12,200.33","12,245.40","11,328.27",4.78B,-5.60%
2022/5/29,"12,012.73","12,137.54","12,320.12","11,901.43",4.46B,-0.98%
2022/5/22,"12,131.13","11,396.28","12,131.66","11,092.48",4.59B,6.84%
2022/5/15,"11,354.62","11,727.14","11,988.43","11,035.69",5.28B,-3.82%
2022/5/8,"11,805.00","11,923.03","11,990.61","11,108.76",6.42B,-2.80%
2022/5/1,"12,144.66","12,331.69","12,985.01","11,990.15",5.23B,-1.54%
2022/4/24,"12,334.64","12,749.17","13,011.45","12,315.74",5.04B,-3.93%
2022/4/17,"12,839.29","13,319.39","13,710.70","12,828.02",4.50B,-3.83%
2022/4/10,"13,351.08","13,547.29","13,685.95","13,317.74",3.73B,-2.63%
2022/4/3,"13,711.00","14,304.35","14,534.38","13,689.23",4.72B,-3.86%
2022/3/27,"14,261.50","14,177.21","14,646.90","14,101.34",5.12B,0.65%
2022/3/20,"14,169.30","13,860.39","14,218.76","13,682.55",5.06B,1.98%
2022/3/13,"13,893.84","12,795.12","13,899.28","12,555.35",7.73B,8.18%
2022/3/6,"12,843.81","13,328.36","13,353.28","12,670.08",5.73B,-3.53%
2022/2/27,"13,313.44","13,570.83","13,837.59","13,224.98",5.74B,-2.78%
2022/2/20,"13,694.62","13,424.36","13,696.86","12,587.88",4.32B,1.08%
2022/2/13,"13,548.07","13,768.97","14,163.73","13,465.56",4.62B,-1.76%
2022/2/6,"13,791.15","14,118.79","14,509.56","13,733.16",4.80B,-2.18%
2022/1/30,"14,098.01","13,812.19","14,504.82","13,767.71",5.01B,2.38%
2022/1/23,"13,770.57","13,481.50","14,002.65","13,094.65",5.90B,0.01%
2022/1/16,"13,768.92","14,681.83","14,740.54","13,764.24",4.34B,-7.55%
2022/1/9,"14,893.75","14,751.78","15,319.03","14,530.23",4.52B,-0.28%
2022/1/2,"14,935.90","15,732.50","15,852.14","14,877.63",4.66B,-4.53%
2021/12/26,"15,644.97","15,696.83","15,901.47","15,643.93",3.63B,-0.05%
2021/12/19,"15,653.37","14,933.00","15,697.98","14,860.04",3.53B,3.19%
2021/12/12,"15,169.68","15,621.27","15,637.06","14,960.37",7.31B,-2.95%
2021/12/5,"15,630.60","15,117.63","15,796.05","14,931.61",4.80B,3.61%
2021/11/28,"15,085.47","15,719.42","15,833.11","14,931.05",6.32B,-2.62%
2021/11/21,"15,491.66","16,120.92","16,212.23","15,456.09",3.82B,-3.52%
2021/11/14,"16,057.44","15,894.82","16,121.12","15,778.31",5.03B,1.24%
2021/11/7,"15,860.96","15,995.72","16,038.23","15,543.68",4.93B,-0.69%
2021/10/31,"15,971.59","15,541.26","16,053.39","15,470.82",5.08B,3.05%
2021/10/24,"15,498.39","15,142.92","15,504.12","15,070.75",5.52B,2.70%
2021/10/17,"15,090.20","14,839.74","15,222.25","14,833.28",4.33B,1.29%
2021/10/10,"14,897.34","14,540.08","14,904.98","14,441.60",3.93B,2.18%
2021/10/3,"14,579.54","14,493.12","14,755.72","14,181.69",4.01B,0.09%
2021/9/26,"14,566.70","14,954.17","15,003.16","14,324.01",4.92B,-3.20%
2021/9/19,"15,047.70","14,758.14","15,085.44","14,530.07",4.36B,0.02%
2021/9/12,"15,043.97","15,211.43","15,215.44","14,984.68",6.40B,-0.47%
2021/9/5,"15,115.49","15,375.98","15,403.44","15,111.31",3.30B,-1.61%
2021/8/29,"15,363.52","15,165.94","15,380.07","15,165.12",4.11B,1.55%
2021/8/22,"15,129.50","14,776.98","15,144.48","14,776.98",3.84B,2.82%
2021/8/15,"14,714.66","14,771.53","14,794.68","14,423.16",4.01B,-0.73%
2021/8/8,"14,822.90","14,855.75","14,894.61","14,692.41",3.93B,-0.09%
2021/8/1,"14,835.76","14,758.60","14,896.47","14,584.09",4.12B,1.11%
2021/7/25,"14,672.68","14,821.03","14,863.65","14,503.76",4.12B,-1.11%
2021/7/18,"14,836.99","14,235.98","14,846.06","14,178.66",4.22B,2.84%
2021/7/11,"14,427.24","14,743.86","14,803.68","14,413.32",4.07B,-1.87%
2021/7/4,"14,701.92","14,661.55","14,755.33","14,371.59",3.48B,0.43%
2021/6/27,"14,639.33","14,417.81","14,649.11","14,417.20",4.46B,1.94%
2021/6/20,"14,360.39","14,047.42","14,414.46","13,960.04",6.64B,2.35%
2021/6/13,"14,030.38","14,083.47","14,196.21","13,903.73",5.88B,-0.28%
2021/6/6,"14,069.42","13,802.82","14,069.42","13,784.89",4.92B,1.85%
2021/5/30,"13,814.49","13,829.05","13,836.17","13,548.93",3.71B,0.48%
2021/5/23,"13,748.74","13,557.21","13,820.87","13,551.01",4.70B,2.06%
2021/5/16,"13,470.99","13,368.80","13,616.58","13,072.23",4.13B,0.31%
2021/5/9,"13,429.98","13,687.59","13,687.93","13,002.54",4.83B,-2.34%
2021/5/2,"13,752.24","14,031.77","14,042.12","13,439.39",4.84B,-1.51%
2021/4/25,"13,962.68","14,052.38","14,211.57","13,941.63",4.62B,-0.39%
2021/4/18,"14,016.81","13,984.58","14,062.74","13,698.67",4.32B,-0.25%
2021/4/11,"14,052.34","13,854.44","14,062.50","13,783.95",4.38B,1.09%
2021/4/4,"13,900.19","13,594.90","13,905.41","13,582.75",4.26B,3.12%
2021/3/28,"13,480.11","13,103.97","13,487.08","12,922.57",4.19B,2.60%
2021/3/21,"13,138.72","13,278.78","13,455.64","12,786.81",5.80B,-0.58%
2021/3/14,"13,215.24","13,323.47","13,620.71","13,039.45",7.55B,-0.79%
2021/3/7,"13,319.86","12,904.26","13,433.62","12,599.23",6.04B,3.09%
2021/2/28,"12,920.15","13,406.16","13,601.33","12,397.05",6.47B,-2.06%
2021/2/21,"13,192.35","13,714.20","13,757.06","13,003.98",7.02B,-4.92%
2021/2/14,"13,874.47","14,152.21","14,175.12","13,714.35",5.39B,-1.57%
2021/2/7,"14,095.47","13,937.06","14,109.12","13,845.47",8.27B,1.73%
2021/1/31,"13,856.30","13,226.18","13,878.16","13,132.47",6.72B,6.01%
2021/1/24,"13,070.70","13,681.21","13,728.98","12,985.05",8.81B,-3.49%
2021/1/17,"13,543.06","13,132.73","13,567.14","13,078.70",4.98B,4.19%
2021/1/10,"12,998.50","13,048.78","13,220.16","12,949.76",6.23B,-1.54%
2021/1/3,"13,201.97","12,958.52","13,208.09","12,543.24",6.52B,2.43%
2020/12/27,"12,888.28","12,914.64","12,973.33","12,821.23",3.82B,0.65%
2020/12/20,"12,804.73","12,596.14","12,841.92","12,525.22",4.04B,0.38%
2020/12/13,"12,755.64","12,447.44","12,809.60","12,432.71",6.71B,3.05%
2020/12/6,"12,377.87","12,461.00","12,607.14","12,214.74",4.75B,-0.69%
2020/11/29,"12,464.23","12,224.25","12,464.23","12,027.16",5.95B,2.12%
2020/11/22,"12,205.85","11,916.76","12,236.23","11,796.53",3.88B,2.96%
2020/11/15,"11,854.97","11,847.11","11,950.18","11,760.98",4.95B,0.22%
2020/11/8,"11,829.29","12,046.66","12,108.07","11,424.61",4.87B,-0.55%
2020/11/1,"11,895.23","11,010.45","11,924.28","10,830.95",4.00B,9.01%
2020/10/25,"10,911.59","11,440.64","11,545.63","10,822.57",3.83B,-5.51%
2020/10/18,"11,548.28","11,732.34","11,778.11","11,369.29",3.63B,-1.06%
2020/10/11,"11,671.66","11,732.33","11,965.54","11,559.10",3.66B,0.79%
2020/10/4,"11,580.04","11,169.11","11,581.23","11,124.45",4.00B,4.56%
2020/9/27,"11,075.11","11,084.38","11,344.13","11,019.14",4.28B,1.48%
2020/9/20,"10,913.73","10,610.14","10,979.65","10,519.49",4.58B,1.12%
2020/9/13,"10,793.28","11,010.14","11,245.42","10,639.95",5.98B,-0.56%
2020/9/6,"10,853.54","10,900.70","11,299.53","10,728.03",3.56B,-4.06%
2020/8/30,"11,313.13","11,718.81","12,074.07","10,875.87",4.73B,-3.27%
2020/8/23,"11,695.63","11,449.25","11,730.01","11,297.53",3.76B,3.39%
2020/8/16,"11,311.80","11,083.25","11,326.21","11,080.30",3.94B,2.65%
2020/8/9,"11,019.30","11,033.72","11,124.85","10,762.71",4.16B,0.08%
2020/8/2,"11,010.98","10,848.64","11,126.04","10,831.15",4.44B,2.47%
2020/7/26,"10,745.28","10,421.70","10,747.80","10,397.87",4.59B,3.69%
2020/7/19,"10,363.18","10,526.02","10,839.93","10,217.31",4.74B,-1.33%
2020/7/12,"10,503.19","10,729.92","10,824.79","10,182.46",4.92B,-1.08%
2020/7/5,"10,617.44","10,360.38","10,622.35","10,337.98",4.58B,4.01%
2020/6/28,"10,207.63","9,771.72","10,310.36","9,663.61",3.94B,4.62%
2020/6/21,"9,757.22","9,945.49","10,221.85","9,749.07",7.23B,-1.90%
2020/6/14,"9,946.12","9,426.90","10,053.91","9,403.00",6.59B,3.73%
2020/6/7,"9,588.81","9,823.44","10,086.89","9,413.62",5.87B,-2.30%
2020/5/31,"9,814.08","9,471.42","9,845.69","9,462.32",5.53B,3.42%
2020/5/24,"9,489.87","9,501.21","9,523.64","9,144.28",4.25B,1.77%
2020/5/17,"9,324.59","9,177.15","9,405.25","9,154.35",4.31B,3.44%
2020/5/10,"9,014.56","9,054.91","9,250.96","8,705.25",4.66B,-1.17%
2020/5/3,"9,121.32","8,555.32","9,125.98","8,537.83",4.08B,6.00%
2020/4/26,"8,604.95","8,717.98","8,957.26","8,566.84",4.69B,-0.34%
2020/4/19,"8,634.52","8,553.38","8,684.91","8,215.69",4.14B,-0.18%
2020/4/12,"8,650.14","8,127.69","8,670.30","8,035.95",4.39B,6.09%
2020/4/5,"8,153.58","7,660.17","8,227.91","7,617.79",3.75B,10.59%
2020/3/29,"7,373.08","7,583.46","7,880.31","7,288.11",4.68B,-1.72%
2020/3/22,"7,502.38","6,847.28","7,809.83","6,631.42",5.43B,9.05%
2020/3/15,"6,879.52","7,392.73","7,422.20","6,686.36",6.66B,-12.64%
2020/3/8,"7,874.88","7,957.93","8,347.40","7,194.67",5.98B,-8.17%
2020/3/1,"8,575.62","8,667.14","9,070.32","8,375.13",5.02B,0.10%
2020/2/23,"8,567.37","9,188.44","9,322.88","8,264.16",5.13B,-10.54%
2020/2/16,"9,576.59","9,679.04","9,838.37","9,542.33",2.48B,-1.59%
2020/2/9,"9,731.18","9,493.63","9,748.32","9,493.63",2.79B,2.21%
2020/2/2,"9,520.51","9,190.72","9,575.66","9,188.55",2.99B,4.04%
2020/1/26,"9,150.94","9,092.46","9,329.12","9,088.04",3.04B,-1.76%
2020/1/19,"9,314.91","9,361.07","9,451.43","9,273.23",2.51B,-0.79%
2020/1/12,"9,388.94","9,213.72","9,393.48","9,193.06",3.04B,2.29%
2020/1/5,"9,178.86","8,943.50","9,235.20","8,943.50",3.02B,1.75%
2019/12/29,"9,020.77","9,004.45","9,093.43","8,909.19",2.31B,0.16%
2019/12/22,"9,006.62","8,950.20","9,052.00","8,934.36",1.60B,0.91%
2019/12/15,"8,924.96","8,791.31","8,931.91","8,789.77",4.14B,2.18%
2019/12/8,"8,734.88","8,650.86","8,768.87","8,600.82",2.68B,0.91%
2019/12/1,"8,656.53","8,672.84","8,672.84","8,435.40",2.80B,-0.10%
2019/11/24,"8,665.47","8,559.65","8,705.91","8,559.65",2.05B,1.71%
2019/11/17,"8,519.88","8,529.16","8,589.76","8,468.63",2.81B,-0.25%
2019/11/10,"8,540.83","8,431.26","8,540.83","8,425.49",2.54B,0.77%
2019/11/3,"8,475.31","8,445.50","8,483.16","8,379.33",2.83B,1.06%
2019/10/27,"8,386.40","8,285.77","8,386.75","8,241.70",2.57B,1.74%
2019/10/20,"8,243.12","8,137.42","8,249.97","8,078.35",2.35B,1.90%
2019/10/13,"8,089.54","8,044.35","8,183.64","8,036.41",2.35B,0.40%
2019/10/6,"8,057.04","7,956.41","8,115.80","7,823.73",2.35B,0.93%
2019/9/29,"7,982.46","7,964.09","8,062.50","7,700.00",2.64B,0.54%
2019/9/22,"7,939.63","8,106.49","8,158.83","7,890.28",2.61B,-2.19%
2019/9/15,"8,117.67","8,121.64","8,237.43","8,086.16",3.51B,-0.72%
2019/9/8,"8,176.71","8,130.91","8,243.80","8,001.69",2.83B,0.91%
2019/9/1,"8,103.07","7,906.44","8,134.42","7,847.32",2.04B,1.76%
2019/8/25,"7,962.88","7,829.58","8,017.91","7,766.67",2.30B,2.72%
2019/8/18,"7,751.77","8,006.18","8,048.58","7,730.77",2.44B,-1.83%
2019/8/11,"7,895.99","7,907.49","8,065.24","7,716.55",2.86B,-0.79%
2019/8/4,"7,959.14","7,823.33","8,041.12","7,662.90",3.11B,-0.56%
2019/7/28,"8,004.07","8,325.10","8,325.28","7,953.67",3.07B,-3.92%
2019/7/21,"8,330.21","8,171.99","8,339.64","8,171.54",2.56B,2.26%
2019/7/14,"8,146.49","8,263.18","8,264.78","8,135.12",2.43B,-1.18%
2019/7/7,"8,244.14","8,112.91","8,245.66","8,061.32",2.47B,1.01%
2019/6/30,"8,161.79","8,145.85","8,171.97","8,059.29",1.91B,1.94%
2019/6/23,"8,006.24","8,040.58","8,047.56","7,879.15",3.90B,-0.32%
2019/6/16,"8,031.71","7,819.43","8,088.88","7,812.61",3.34B,3.01%
2019/6/9,"7,796.66","7,798.87","7,909.99","7,773.97",2.46B,0.70%
2019/6/2,"7,742.10","7,441.21","7,767.02","7,292.21",2.87B,3.88%
2019/5/26,"7,453.15","7,655.66","7,693.74","7,448.23",2.41B,-2.41%
2019/5/19,"7,637.01","7,714.06","7,804.44","7,585.32",2.54B,-2.29%
2019/5/12,"7,816.29","7,720.07","7,946.23","7,627.23",2.79B,-1.27%
2019/5/5,"7,916.94","7,981.85","8,135.54","7,759.34",2.90B,-3.03%
2019/4/28,"8,164.00","8,147.65","8,176.08","7,976.77",2.67B,0.22%
2019/4/21,"8,146.40","7,969.37","8,151.85","7,965.90",2.50B,1.85%
2019/4/14,"7,998.06","7,987.16","8,052.40","7,933.56",2.08B,0.17%
2019/4/7,"7,984.16","7,924.89","7,992.09","7,891.85",2.43B,0.57%
2019/3/31,"7,938.69","7,800.24","7,940.45","7,777.10",2.71B,2.71%
2019/3/24,"7,729.32","7,618.98","7,738.17","7,579.29",2.72B,1.13%
2019/3/17,"7,642.67","7,696.38","7,850.10","7,642.57",3.07B,-0.60%
2019/3/10,"7,688.53","7,442.56","7,714.96","7,442.40",3.74B,3.78%
2019/3/3,"7,408.14","7,636.62","7,643.66","7,332.92",2.90B,-2.46%
2019/2/24,"7,595.35","7,585.30","7,603.04","7,485.39",3.13B,0.90%
2019/2/17,"7,527.54","7,450.75","7,527.54","7,430.89",2.18B,0.74%
2019/2/10,"7,472.41","7,327.37","7,477.28","7,290.03",2.64B,2.39%
2019/2/3,"7,298.20","7,266.28","7,410.77","7,225.14",2.67B,0.47%
2019/1/27,"7,263.87","7,075.01","7,303.12","7,011.47",3.10B,1.38%
2019/1/20,"7,164.86","7,109.57","7,174.56","6,953.23",2.35B,0.11%
2019/1/13,"7,157.23","6,908.03","7,185.38","6,887.48",2.65B,2.66%
2019/1/6,"6,971.48","6,757.54","6,991.37","6,741.40",2.83B,3.45%
2018/12/30,"6,738.86","6,649.52","6,760.69","6,457.13",2.52B,2.34%
2018/12/23,"6,584.52","6,278.49","6,684.18","6,190.17",2.22B,3.97%
2018/12/16,"6,332.99","6,886.46","6,931.81","6,304.63",4.75B,-8.36%
2018/12/9,"6,910.66","6,959.63","7,197.29","6,878.98",2.81B,-0.84%
2018/12/2,"6,969.25","7,486.13","7,486.51","6,945.27",2.76B,-4.93%
2018/11/25,"7,330.54","7,026.50","7,332.79","7,003.12",2.98B,5.64%
2018/11/18,"6,938.98","7,217.24","7,224.12","6,830.76",2.05B,-4.26%
2018/11/11,"7,247.87","7,364.05","7,371.09","7,072.36",3.17B,-2.15%
2018/11/4,"7,406.90","7,344.08","7,572.93","7,255.88",2.97B,0.68%
2018/10/28,"7,356.99","7,272.42","7,466.53","6,922.83",3.53B,2.65%
2018/10/21,"7,167.21","7,486.74","7,520.53","7,057.00",3.34B,-3.78%
2018/10/14,"7,449.03","7,473.33","7,670.49","7,400.07",2.89B,-0.64%
2018/10/7,"7,496.89","7,747.10","7,799.75","7,274.04",3.29B,-3.74%
2018/9/30,"7,788.45","8,091.50","8,107.38","7,715.97",3.19B,-3.21%
2018/9/23,"8,046.35","7,939.38","8,071.56","7,912.47",2.74B,0.74%
2018/9/16,"7,986.95","7,992.21","8,057.26","7,890.07",3.73B,-0.29%
2018/9/9,"8,010.04","7,939.57","8,040.83","7,880.93",2.52B,1.36%
2018/9/2,"7,902.54","8,087.95","8,104.07","7,873.93",2.16B,-2.55%
2018/8/26,"8,109.54","7,989.64","8,133.30","7,976.60",2.32B,2.06%
2018/8/19,"7,945.98","7,834.37","7,949.71","7,787.90",2.09B,1.66%
2018/8/12,"7,816.33","7,848.00","7,888.66","7,732.69",2.37B,-0.29%
2018/8/5,"7,839.11","7,809.54","7,923.35","7,801.88",2.42B,0.35%
2018/7/29,"7,812.02","7,735.27","7,824.06","7,604.24",2.57B,0.96%
2018/7/22,"7,737.42","7,806.93","7,933.31","7,698.96",2.37B,-1.06%
2018/7/15,"7,820.20","7,831.74","7,867.15","7,749.60",2.17B,-0.07%
2018/7/8,"7,825.98","7,731.74","7,843.52","7,696.58",2.16B,1.79%
2018/7/1,"7,688.39","7,451.90","7,695.81","7,443.10",1.65B,2.37%
2018/6/24,"7,510.30","7,631.12","7,639.73","7,419.56",2.78B,-2.37%
2018/6/17,"7,692.82","7,692.96","7,806.60","7,635.73",3.83B,-0.69%
2018/6/10,"7,746.38","7,647.23","7,768.60","7,642.87",3.23B,1.32%
2018/6/3,"7,645.51","7,570.08","7,697.41","7,561.20",2.48B,1.21%
2018/5/27,"7,554.33","7,398.51","7,557.38","7,354.29",2.22B,1.62%
2018/5/20,"7,433.85","7,406.34","7,452.85","7,334.61",2.14B,1.08%
2018/5/13,"7,354.34","7,429.45","7,458.42","7,320.97",2.36B,-0.66%
2018/5/6,"7,402.88","7,241.82","7,417.67","7,224.70",2.46B,2.68%
2018/4/29,"7,209.62","7,133.95","7,228.26","6,991.14",2.49B,1.26%
2018/4/22,"7,119.80","7,173.99","7,197.15","6,926.98",2.35B,-0.37%
2018/4/15,"7,146.13","7,153.87","7,319.58","7,115.85",2.25B,0.56%
2018/4/8,"7,106.65","6,971.44","7,183.62","6,944.96",2.29B,2.77%
2018/4/1,"6,915.11","7,016.17","7,112.38","6,805.96",2.75B,-2.10%
2018/3/25,"7,063.44","7,125.20","7,255.54","6,901.07",2.42B,1.01%
2018/3/18,"6,992.67","7,419.20","7,421.23","6,992.67",2.67B,-6.54%
2018/3/11,"7,481.99","7,581.04","7,637.27","7,463.19",3.39B,-1.04%
2018/3/4,"7,560.81","7,222.89","7,560.81","7,205.31",2.69B,4.17%
2018/2/25,"7,257.87","7,373.30","7,438.09","7,084.83",2.74B,-1.08%
2018/2/18,"7,337.39","7,209.03","7,338.64","7,194.84",1.88B,1.35%
