date,close,open,high,low,volume,•Ï‰»—¦ %
2019/10/13,"22,470.00","21,810.00","22,690.00","21,800.00",304.17K,3.03%
2019/10/6,"21,810.00","21,290.00","21,645.00","21,290.00",2.27K,2.13%
2019/9/29,"21,355.00","21,810.00","21,810.00","21,810.00",0.04K,-2.18%
2019/9/22,"21,830.00","21,940.00","21,940.00","21,720.00",0.01K,-0.43%
2019/9/15,"21,925.00","21,820.00","21,825.00","21,400.00",0.06K,0.50%
2019/9/8,"21,815.00","21,210.00","21,880.00","21,130.00",321.79K,2.85%
2019/9/1,"21,210.00","20,690.00","21,260.00","20,515.00",407.36K,2.61%
2019/8/25,"20,670.00","20,700.00","20,740.00","20,015.00",460.32K,-0.19%
2019/8/18,"20,710.00","20,385.00","20,740.00","20,370.00",282.31K,1.49%
2019/8/11,"20,405.00","20,665.00","20,755.00","20,095.00",467.59K,-1.28%
2019/8/4,"20,670.00","20,670.00","20,785.00","20,025.00",76.90K,-1.76%
2019/7/28,"21,040.00","21,480.00","21,505.00","21,425.00",0.01K,-2.71%
2019/7/21,"21,625.00","21,640.00","21,640.00","21,640.00",0.00K,1.08%
2019/7/14,"21,395.00","21,620.00","21,640.00","20,960.00",219.60K,-1.20%
2019/7/7,"21,655.00","21,555.00","21,625.00","21,540.00",1.17K,-0.39%
2019/6/30,"21,740.00","21,250.00","21,705.00","21,250.00",0.04K,2.19%
2019/6/23,"21,275.00","21,260.00","21,290.00","21,090.00",0.03K,0.26%
2019/6/16,"21,220.00","21,010.00","21,500.00","21,010.00",0.03K,0.76%
2019/6/9,"21,060.00","20,905.00","21,330.00","20,865.00",310.71K,0.65%
2019/6/2,"20,925.00","20,580.00","20,930.00","20,285.00",410.51K,1.78%
2019/5/26,"20,560.00","21,115.00","21,300.00","20,530.00",385.43K,-2.56%
2019/5/19,"21,100.00","21,260.00","21,435.00","20,810.00",408.63K,-0.66%
2019/5/12,"21,240.00","21,340.00","21,530.00","20,745.00",479.52K,-0.47%
2019/5/5,"21,340.00","22,305.00","22,445.00","21,065.00",170.12K,-4.28%
2019/4/28,"22,295.00","22,275.00","22,450.00","22,275.00",0.02K,0.16%
2019/4/21,"22,260.00","22,210.00","22,355.00","22,125.00",0.26K,0.27%
2019/4/14,"22,200.00","22,220.00","22,220.00","22,220.00",0.00K,1.51%
2019/4/7,"21,870.00","21,725.00","21,725.00","21,650.00",0.70K,0.28%
2019/3/31,"21,810.00","21,620.00","21,835.00","21,510.00",0.05K,2.85%
2019/3/24,"21,205.00","20,785.00","21,260.00","20,720.00",0.26K,-0.61%
2019/3/17,"21,335.00","21,400.00","21,425.00","20,505.00",0.00K,0.33%
2019/3/10,"21,265.00","20,800.00","21,355.00","20,800.00",0.10K,2.31%
2019/3/3,"20,785.00","21,650.00","21,865.00","20,810.00",322.78K,-3.95%
2019/2/24,"21,640.00","21,415.00","21,650.00","21,285.00",336.61K,1.15%
2019/2/17,"21,395.00","20,870.00","21,545.00","20,835.00",330.51K,2.44%
2019/2/10,"20,885.00","20,290.00","21,235.00","20,160.00",357.14K,2.96%
2019/2/3,"20,285.00","20,845.00","20,845.00","20,270.00",101.00K,-2.24%
2019/1/27,"20,750.00","20,415.00","20,795.00","20,415.00",0.30K,-0.24%
2019/1/20,"20,800.00","20,475.00","20,700.00","20,475.00",0.02K,0.73%
2019/1/13,"20,650.00","20,040.00","20,395.00","20,040.00",0.03K,1.52%
2019/1/6,"20,340.00","19,570.00","20,515.00","19,570.00",1.82K,4.25%
2018/12/30,"19,510.00","19,450.00","19,560.00","19,380.00",0.79K,-1.84%
2018/12/23,"19,875.00","19,795.00","20,080.00","18,930.00",0.40K,-1.12%
2018/12/16,"20,100.00","21,365.00","21,370.00","20,040.00",0.32K,-5.68%
2018/12/9,"21,310.00","21,620.00","21,875.00","20,945.00",412.60K,-1.30%
2018/12/2,"21,590.00","22,365.00","22,780.00","21,075.00",477.31K,5.47%
2018/11/25,"20,470.00","21,710.00","22,440.00","21,520.00",256.30K,3.23%
2018/11/18,"19,830.00","21,640.00","21,920.00","21,170.00",257.81K,0.15%
2018/11/11,"19,800.00","22,210.00","22,320.00","21,470.00",355.60K,-3.18%
2018/11/4,"20,450.00","22,240.00","22,580.00","21,840.00",370.22K,0.29%
2018/10/28,"20,390.00","21,180.00","22,300.00","20,790.00",508.10K,4.83%
2018/10/21,"19,450.00","19,850.00","19,860.00","19,850.00",0.00K,-6.08%
2018/10/14,"20,710.00","22,660.00","22,950.00","22,030.00",440.95K,-0.53%
2018/10/7,"20,820.00","23,780.00","23,890.00","22,240.00",521.61K,-6.51%
2018/9/30,"22,270.00","24,110.00","24,480.00","23,620.00",405.80K,0.00%
2018/9/23,"22,270.00","23,750.00","24,290.00","23,650.00",280.49K,1.69%
2018/9/16,"21,900.00","21,400.00","21,400.00","21,400.00",0.00K,3.50%
2018/9/9,"21,160.00","22,380.00","22,970.00","22,240.00",486.75K,3.57%
2018/9/2,"20,430.00","22,780.00","22,850.00","22,180.00",319.23K,-2.30%
2018/8/26,"20,910.00","22,590.00","23,050.00","22,560.00",269.93K,1.21%
2018/8/19,"20,660.00","22,240.00","22,590.00","22,030.00",233.41K,1.52%
2018/8/12,"20,350.00","20,590.00","20,590.00","20,590.00",0.00K,-1.41%
2018/8/5,"20,640.00","22,470.00","22,790.00","22,240.00",205.36K,0.10%
